100分	外观	-0.4248
100分	空间	0.225048
100分	舒适性	1.259254
100分	设计	1.262389
100分	内饰	1.450494
100分	性价比	1.982266
100分	整体	2.041162
100分	中控	2.058417
100分	外形	2.203558
100分	前脸	2.438052
100分	性能	3.440246
100分	线条	3.615616
100分	后排座	4.974295
100分	外表	5.343299
100分	格栅	7.428437
10分	动力	-1.924966
10分	内饰	-1.731555
10分	座椅	-1.226549
10分	后备箱	-0.309864
10分	车身	-0.08876
10分	空间	0.212924
10分	做工	0.480017
10分	方向	0.499871
10分	减震	0.522785
10分	外观	0.563077
10分	外形	0.606472
10分	舒适性	0.662168
10分	设计	0.665303
10分	轮胎	0.817047
10分	用料	0.947252
10分	价格	1.039009
10分	车门	1.488435
10分	性价比	2.122146
10分	储物空间	2.591639
10分	驾驶座	3.172795
10分	后门	3.434284
10分	车标	3.456955
10分	异味	3.5286
10分	车尾	3.544698
10分	工艺	3.972489
10分	储物槽	6.495091
10分	动力性	6.919976
1流	操控	4.910991
1流	车子	5.320315
1流	设计	5.56617
1流	外形	6.507338
1流	操控性	7.529625
NO1	车	-0.371129
NO1	操控	0.60721
NO1	内饰	0.865531
NO1	外观	1.160163
NO1	空间	1.225048
NO1	配置	1.991568
NO1	价格	2.051132
NO1	车内	2.281605
NO1	车型	2.33256
NO1	这款车	3.17234
NO1	轴距	3.222693
NO1	档次	3.25413
NO1	回头率	3.342615
NO1	舒适度	3.358988
NO1	价位	3.578758
NO1	安全性	3.7214
NO1	性价比	3.982266
NO1	横向	5.009484
NO1	车里	5.373507
OK	中控台	-3.254882
OK	车门	-2.969074
OK	推背感	-2.92313
OK	档次	-2.800465
OK	回头率	-2.711981
OK	味道	-2.508053
OK	喇叭	-2.341178
OK	安全性	-2.333195
OK	品牌	-2.270572
OK	一档	-2.073502
OK	噪音	-2.067045
OK	发动机声音	-2.060021
OK	发动机	-2.058602
OK	指向	-2.00324
OK	设计	-1.984852
OK	科技感	-1.914715
OK	自动挡	-1.888564
OK	行车电脑	-1.837557
OK	出风口	-1.799178
OK	倒档	-1.781816
OK	颜色	-1.762394
